canonical_location_id,source_record_id,source_type,source_name,match_method,reason_code,confidence,normalized_address,raw_source_address,suite,house_number,street_name,legal_description,lat,lon
loc-0481,listing-suite-0,observed,listing_file,suite_missing_multi_unit,suite_missing_multi_unit,0.96,,,,,,,,
loc-0483,listing-suite-1,observed,listing_file,suite_missing_multi_unit,suite_missing_multi_unit,0.96,,,,,,,,
loc-0485,listing-suite-2,observed,listing_file,suite_missing_multi_unit,suite_missing_multi_unit,0.96,,,,,,,,
loc-0487,listing-suite-3,observed,listing_file,suite_missing_multi_unit,suite_missing_multi_unit,0.96,,,,,,,,
loc-0489,listing-suite-4,observed,listing_file,suite_missing_multi_unit,suite_missing_multi_unit,0.96,,,,,,,,
loc-0491,listing-suite-5,observed,listing_file,suite_missing_multi_unit,suite_missing_multi_unit,0.96,,,,,,,,
loc-0493,listing-suite-6,observed,listing_file,suite_missing_multi_unit,suite_missing_multi_unit,0.96,,,,,,,,
loc-0495,listing-suite-7,observed,listing_file,suite_missing_multi_unit,suite_missing_multi_unit,0.96,,,,,,,,
loc-0497,listing-suite-8,observed,listing_file,suite_missing_multi_unit,suite_missing_multi_unit,0.96,,,,,,,,
loc-0499,listing-suite-9,observed,listing_file,suite_missing_multi_unit,suite_missing_multi_unit,0.96,,,,,,,,
